trial,worker,game,opponent,C_PARAM,DEPTH_LIMIT,PB_WEIGHT,EARLY_GAME_TARGET_LENGTH,result,survival,final_length,optuna_score
21,6,11,Vanilla,2.0807,6,11.55,12,win,0.75,16,0.9625
21,6,12,Heuristic,2.0807,6,11.55,12,win,0.22,6,0.7705
21,6,13,Heuristic,2.0807,6,11.55,12,win,0.29,10,0.831
21,6,14,Heuristic,2.0807,6,11.55,12,win,0.3633,10,0.842
21,6,15,Vanilla,2.0807,6,11.55,12,win,0.2733,7,0.791
21,6,16,Heuristic,2.0807,6,11.55,12,win,0.4867,12,0.8855
21,6,17,Heuristic,2.0807,6,11.55,12,win,0.22,6,0.7705
21,6,18,RahulMCTS,2.0807,6,11.55,12,win,0.0333,4,0.7175
21,6,19,RahulMCTS,2.0807,6,11.55,12,win,0.0333,3,0.705
22,1,0,Heuristic,0.8444,6,5.3652,11,loss,0.06,4,0.0215
22,1,1,Vanilla,0.8444,6,5.3652,11,loss,0.43,11,0.1645
22,1,2,Vanilla,0.8444,6,5.3652,11,win,0.13,4,0.732
22,1,3,Heuristic,0.8444,6,5.3652,11,win,0.44,10,0.8535
22,1,4,Vanilla,0.8444,6,5.3652,11,loss,0.1433,5,0.0465
22,1,5,RahulMCTS,0.8444,6,5.3652,11,win,0.0333,3,0.705
22,1,6,Heuristic,0.8444,6,5.3652,11,win,0.33,10,0.837
22,1,7,Heuristic,0.8444,6,5.3652,11,win,0.7767,23,0.9665
22,1,8,Heuristic,0.8444,6,5.3652,11,loss,0.2033,9,0.1055
22,1,9,Heuristic,0.8444,6,5.3652,11,win,0.2733,10,0.8285
22,1,10,Vanilla,0.8444,6,5.3652,11,win,0.2233,7,0.7835
22,1,11,Heuristic,0.8444,6,5.3652,11,win,0.4467,17,0.917
22,1,12,RahulMCTS,0.8444,6,5.3652,11,win,0.0333,3,0.705
22,1,13,Vanilla,0.8444,6,5.3652,11,win,0.15,5,0.7475
22,1,14,Vanilla,0.8444,6,5.3652,11,win,0.36,9,0.829
22,1,15,RahulMCTS,0.8444,6,5.3652,11,win,0.0333,3,0.705
22,1,16,RahulMCTS,0.8444,6,5.3652,11,win,0.0333,4,0.7175
22,1,17,RahulMCTS,0.8444,6,5.3652,11,win,0.0333,3,0.705
22,1,18,Vanilla,0.8444,6,5.3652,11,win,0.46,11,0.869
22,1,19,Heuristic,0.8444,6,5.3652,11,win,0.4233,13,0.8885
24,3,0,Heuristic,2.0085,6,5.2578,19,loss,0.25,9,0.1125
24,3,1,Heuristic,2.0085,6,5.2578,19,loss,0.26,5,0.064
24,3,2,RahulMCTS,2.0085,6,5.2578,19,win,0.0333,4,0.7175
24,3,3,RahulMCTS,2.0085,6,5.2578,19,win,0.0067,3,0.701
24,3,4,Heuristic,2.0085,6,5.2578,19,loss,0.2833,7,0.0925
24,3,5,RahulMCTS,2.0085,6,5.2578,19,win,0.0067,3,0.701
24,3,6,Heuristic,2.0085,6,5.2578,19,win,0.48,15,0.922
24,3,7,Vanilla,2.0085,6,5.2578,19,win,0.24,7,0.786
24,3,8,RahulMCTS,2.0085,6,5.2578,19,win,0.0067,3,0.701
24,3,9,RahulMCTS,2.0085,6,5.2578,19,win,0.0067,3,0.701
24,3,10,Vanilla,2.0085,6,5.2578,19,loss,0.0733,4,0.0235
24,3,11,Heuristic,2.0085,6,5.2578,19,loss,0.2333,5,0.06
24,3,12,RahulMCTS,2.0085,6,5.2578,19,win,0.0333,4,0.7175
24,3,13,Heuristic,2.0085,6,5.2578,19,win,0.3133,9,0.822
24,3,14,RahulMCTS,2.0085,6,5.2578,19,win,0.0333,4,0.7175
24,3,15,Heuristic,2.0085,6,5.2578,19,win,0.3067,6,0.7835
24,3,16,Vanilla,2.0085,6,5.2578,19,win,0.8267,22,0.974
24,3,17,Vanilla,2.0085,6,5.2578,19,win,0.2033,8,0.793
24,3,18,Vanilla,2.0085,6,5.2578,19,loss,0.0733,4,0.0235
24,3,19,Heuristic,2.0085,6,5.2578,19,win,0.48,17,0.922
25,4,0,Heuristic,2.0436,5,4.9179,18,win,0.3067,10,0.8335
25,4,1,Heuristic,2.0436,5,4.9179,18,win,0.44,14,0.9035
25,4,2,RahulMCTS,2.0436,5,4.9179,18,win,0.0067,3,0.701
25,4,3,RahulMCTS,2.0436,5,4.9179,18,win,0.2167,6,0.77
25,4,4,RahulMCTS,2.0436,5,4.9179,18,win,0.0067,3,0.701
25,4,5,RahulMCTS,2.0436,5,4.9179,18,win,0.0333,3,0.705
25,4,6,RahulMCTS,2.0436,5,4.9179,18,win,0.0133,3,0.702
25,4,7,RahulMCTS,2.0436,5,4.9179,18,win,0.0333,4,0.7175
25,4,8,Heuristic,2.0436,5,4.9179,18,win,0.3333,10,0.8375
25,4,9,Vanilla,2.0436,5,4.9179,18,loss,0.2667,7,0.09
25,4,10,Vanilla,2.0436,5,4.9179,18,loss,0.65,18,0.2475
25,4,11,Vanilla,2.0436,5,4.9179,18,loss,0.2367,6,0.073
25,4,12,Heuristic,2.0436,5,4.9179,18,loss,0.2833,5,0.0675
25,4,13,Vanilla,2.0436,5,4.9179,18,win,0.38,14,0.8945
25,4,14,RahulMCTS,2.0436,5,4.9179,18,win,0.01,3,0.7015
25,4,15,Heuristic,2.0436,5,4.9179,18,win,0.2133,9,0.807
25,4,16,Heuristic,2.0436,5,4.9179,18,win,0.3667,10,0.8425
25,4,17,RahulMCTS,2.0436,5,4.9179,18,win,0.0333,3,0.705
25,4,18,RahulMCTS,2.0436,5,4.9179,18,win,0.0067,3,0.701
25,4,19,RahulMCTS,2.0436,5,4.9179,18,win,0.0333,3,0.705
23,0,0,RahulMCTS,2.0366,6,5.7264,19,win,0.0333,3,0.705
23,0,1,Heuristic,2.0366,6,5.7264,19,loss,0.52,19,0.228
23,0,2,Heuristic,2.0366,6,5.7264,19,win,0.3933,15,0.909
23,0,3,Heuristic,2.0366,6,5.7264,19,loss,0.75,19,0.2625
23,0,4,Vanilla,2.0366,6,5.7264,19,win,0.15,4,0.735
23,0,5,Vanilla,2.0366,6,5.7264,19,win,0.3267,12,0.8615
23,0,6,Heuristic,2.0366,6,5.7264,19,win,0.3,11,0.845
23,0,7,Vanilla,2.0366,6,5.7264,19,win,0.3933,11,0.859
23,0,8,Heuristic,2.0366,6,5.7264,19,win,0.49,18,0.9235
23,0,9,RahulMCTS,2.0366,6,5.7264,19,win,0.0067,3,0.701
23,0,10,Vanilla,2.0366,6,5.7264,19,win,0.31,8,0.809
23,0,11,RahulMCTS,2.0366,6,5.7264,19,win,0.04,4,0.7185
23,0,12,Heuristic,2.0366,6,5.7264,19,win,0.3533,8,0.8155
23,0,13,Vanilla,2.0366,6,5.7264,19,loss,0.6333,13,0.22
23,0,14,Heuristic,2.0366,6,5.7264,19,win,0.2667,7,0.79
23,0,15,Vanilla,2.0366,6,5.7264,19,win,0.1833,9,0.8025
23,0,16,Vanilla,2.0366,6,5.7264,19,loss,0.8767,17,0.2815
23,0,17,RahulMCTS,2.0366,6,5.7264,19,win,0.0333,3,0.705
23,0,18,RahulMCTS,2.0366,6,5.7264,19,win,0.0067,3,0.701
23,0,19,Heuristic,2.0366,6,5.7264,19,win,0.2133,8,0.7945
26,5,0,RahulMCTS,2.0946,5,19.8741,19,win,0.0833,4,0.725
26,5,1,RahulMCTS,2.0946,5,19.8741,19,win,0.0333,4,0.7175
26,5,2,RahulMCTS,2.0946,5,19.8741,19,win,0.0367,3,0.7055
26,5,3,RahulMCTS,2.0946,5,19.8741,19,win,0.0333,3,0.705
26,5,4,RahulMCTS,2.0946,5,19.8741,19,win,0.07,4,0.723
26,5,5,Vanilla,2.0946,5,19.8741,19,loss,0.28,6,0.0795
26,5,6,Heuristic,2.0946,5,19.8741,19,win,0.2133,6,0.7695
26,5,7,Vanilla,2.0946,5,19.8741,19,win,0.4433,11,0.8665
26,5,8,Vanilla,2.0946,5,19.8741,19,loss,0.1,4,0.0275
26,5,9,Heuristic,2.0946,5,19.8741,19,win,0.2133,7,0.782
26,5,10,Vanilla,2.0946,5,19.8741,19,win,0.29,7,0.7935
26,5,11,Vanilla,2.0946,5,19.8741,19,win,0.7767,23,0.9665
26,5,12,Heuristic,2.0946,5,19.8741,19,win,0.3467,13,0.877
26,5,13,Heuristic,2.0946,5,19.8741,19,loss,0.1067,3,0.016
26,5,14,Vanilla,2.0946,5,19.8741,19,loss,0.3267,9,0.124
26,5,15,Vanilla,2.0946,5,19.8741,19,loss,0.08,4,0.0245
26,5,16,Heuristic,2.0946,5,19.8741,19,win,0.2533,5,0.763
26,5,17,Heuristic,2.0946,5,19.8741,19,loss,0.5633,17,0.2345
26,5,18,RahulMCTS,2.0946,5,19.8741,19,win,0.0667,4,0.7225
26,5,19,RahulMCTS,2.0946,5,19.8741,19,win,0.0067,3,0.701
28,7,0,RahulMCTS,1.5545,3,4.2778,14,win,0.0067,3,0.701
28,7,1,Heuristic,1.5545,3,4.2778,14,loss,0.08,5,0.037
28,7,2,Heuristic,1.5545,3,4.2778,14,win,0.4133,14,0.8995
28,7,3,Heuristic,1.5545,3,4.2778,14,win,0.4,14,0.8975
28,7,4,RahulMCTS,1.5545,3,4.2778,14,win,0.0067,3,0.701
28,7,5,Vanilla,1.5545,3,4.2778,14,win,0.2633,8,0.802
28,7,6,Vanilla,1.5545,3,4.2778,14,win,0.3433,11,0.8515
28,7,7,RahulMCTS,1.5545,3,4.2778,14,win,0.0067,3,0.701
28,7,8,Vanilla,1.5545,3,4.2778,14,loss,0.1833,7,0.0775
28,7,9,Heuristic,1.5545,3,4.2778,14,loss,0.0933,5,0.039
28,7,10,Heuristic,1.5545,3,4.2778,14,loss,0.6067,17,0.241
28,7,11,RahulMCTS,1.5545,3,4.2778,14,win,0.0067,4,0.7135
28,7,12,Heuristic,1.5545,3,4.2778,14,win,0.42,13,0.888
28,7,13,RahulMCTS,1.5545,3,4.2778,14,win,0.0433,4,0.719
28,7,14,Vanilla,1.5545,3,4.2778,14,win,0.56,18,0.934
28,7,15,Vanilla,1.5545,3,4.2778,14,win,0.4033,11,0.8605
28,7,16,Heuristic,1.5545,3,4.2778,14,win,0.3133,7,0.797
28,7,17,Vanilla,1.5545,3,4.2778,14,loss,0.4233,13,0.1885
28,7,18,Vanilla,1.5545,3,4.2778,14,loss,0.1,4,0.0275
28,7,19,Vanilla,1.5545,3,4.2778,14,loss,0.1267,5,0.044
30,1,0,RahulMCTS,1.4179,3,3.7981,18,win,0.0067,3,0.701
30,1,1,RahulMCTS,1.4179,3,3.7981,18,win,0.0333,4,0.7175
30,1,2,RahulMCTS,1.4179,3,3.7981,18,win,0.0333,4,0.7175
30,1,3,Vanilla,1.4179,3,3.7981,18,loss,0.2233,7,0.0835
30,1,4,Vanilla,1.4179,3,3.7981,18,win,0.2267,8,0.7965
30,1,5,Heuristic,1.4179,3,3.7981,18,win,0.26,11,0.839
30,1,6,Vanilla,1.4179,3,3.7981,18,draw,0.3633,10,0.142
30,1,7,RahulMCTS,1.4179,3,3.7981,18,win,0.0133,3,0.702
30,1,8,RahulMCTS,1.4179,3,3.7981,18,win,0.0067,3,0.701
30,1,9,Vanilla,1.4179,3,3.7981,18,win,0.1033,7,0.7655
30,1,10,Vanilla,1.4179,3,3.7981,18,draw,0.2167,7,0.0825
30,1,11,RahulMCTS,1.4179,3,3.7981,18,win,0.0067,4,0.7135
30,1,12,Heuristic,1.4179,3,3.7981,18,win,0.3767,9,0.8315
30,1,13,RahulMCTS,1.4179,3,3.7981,18,win,0.0067,4,0.7135
30,1,14,Vanilla,1.4179,3,3.7981,18,win,0.4633,11,0.8695
30,1,15,Vanilla,1.4179,3,3.7981,18,loss,0.4533,11,0.168
30,1,16,RahulMCTS,1.4179,3,3.7981,18,win,0.1333,7,0.77
30,1,17,RahulMCTS,1.4179,3,3.7981,18,win,0.0067,3,0.701
30,1,18,Heuristic,1.4179,3,3.7981,18,win,0.4167,17,0.9125
30,1,19,Vanilla,1.4179,3,3.7981,18,win,0.11,4,0.729
27,2,0,Vanilla,2.0199,14,10.6928,19,loss,0.1667,6,0.0625
27,2,1,Heuristic,2.0199,14,10.6928,19,win,0.5067,14,0.9135
27,2,2,Heuristic,2.0199,14,10.6928,19,loss,0.2167,7,0.0825
27,2,3,Heuristic,2.0199,14,10.6928,19,win,0.37,13,0.8805
27,2,4,Vanilla,2.0199,14,10.6928,19,loss,0.2967,6,0.082
27,2,5,Heuristic,2.0199,14,10.6928,19,loss,0.44,10,0.1535
27,2,6,Vanilla,2.0199,14,10.6928,19,win,0.2367,7,0.7855
27,2,7,Vanilla,2.0199,14,10.6928,19,loss,0.3167,6,0.085
27,2,8,RahulMCTS,2.0199,14,10.6928,19,win,0.0067,3,0.701
27,2,9,RahulMCTS,2.0199,14,10.6928,19,win,0.0767,5,0.7365
27,2,10,Vanilla,2.0199,14,10.6928,19,win,0.62,8,0.8555
27,2,11,RahulMCTS,2.0199,14,10.6928,19,win,0.0333,3,0.705
27,2,12,Heuristic,2.0199,14,10.6928,19,loss,0.5267,14,0.2165
27,2,13,Vanilla,2.0199,14,10.6928,19,win,0.4333,10,0.8525
27,2,14,Vanilla,2.0199,14,10.6928,19,win,0.5667,16,0.935
27,2,15,Heuristic,2.0199,14,10.6928,19,loss,0.0867,3,0.013
27,2,16,RahulMCTS,2.0199,14,10.6928,19,win,0.0067,3,0.701
27,2,17,RahulMCTS,2.0199,14,10.6928,19,win,0.05,4,0.72
27,2,18,RahulMCTS,2.0199,14,10.6928,19,win,0.04,4,0.7185
27,2,19,Vanilla,2.0199,14,10.6928,19,win,0.3733,13,0.881
29,6,0,RahulMCTS,1.4776,3,4.0343,14,win,0.0333,3,0.705
29,6,1,Vanilla,1.4776,3,4.0343,14,win,0.2333,11,0.835
29,6,2,Vanilla,1.4776,3,4.0343,14,win,0.6167,17,0.9425
29,6,3,Heuristic,1.4776,3,4.0343,14,loss,0.4133,9,0.137
29,6,4,Heuristic,1.4776,3,4.0343,14,loss,0.2867,9,0.118
29,6,5,RahulMCTS,1.4776,3,4.0343,14,win,0.0067,3,0.701
29,6,6,Heuristic,1.4776,3,4.0343,14,loss,0.3167,7,0.0975
29,6,7,Heuristic,1.4776,3,4.0343,14,loss,0.32,12,0.1605
29,6,8,RahulMCTS,1.4776,3,4.0343,14,win,0.0367,4,0.718
29,6,9,RahulMCTS,1.4776,3,4.0343,14,win,0.0067,3,0.701
29,6,10,Heuristic,1.4776,3,4.0343,14,win,0.2133,10,0.8195
29,6,11,RahulMCTS,1.4776,3,4.0343,14,loss,0.27,5,0.0655
29,6,12,Vanilla,1.4776,3,4.0343,14,win,0.3267,13,0.874
29,6,13,Vanilla,1.4776,3,4.0343,14,win,0.1233,5,0.7435
29,6,14,RahulMCTS,1.4776,3,4.0343,14,win,0.0333,4,0.7175
29,6,15,RahulMCTS,1.4776,3,4.0343,14,win,0.0067,3,0.701
29,6,16,RahulMCTS,1.4776,3,4.0343,14,win,0.05,5,0.7325
29,6,17,RahulMCTS,1.4776,3,4.0343,14,win,0.05,4,0.72
29,6,18,Heuristic,1.4776,3,4.0343,14,win,0.1767,7,0.7765
29,6,19,Heuristic,1.4776,3,4.0343,14,win,0.2967,11,0.8445
32,4,0,RahulMCTS,1.4517,3,7.9445,14,win,0.0067,3,0.701
32,4,1,Heuristic,1.4517,3,7.9445,14,win,0.3533,12,0.8655
32,4,2,Heuristic,1.4517,3,7.9445,14,loss,0.33,11,0.1495
32,4,3,RahulMCTS,1.4517,3,7.9445,14,win,0.0067,3,0.701
32,4,4,RahulMCTS,1.4517,3,7.9445,14,win,0.0333,4,0.7175
32,4,5,Heuristic,1.4517,3,7.9445,14,loss,0.56,24,0.234
32,4,6,Vanilla,1.4517,3,7.9445,14,win,0.3333,12,0.8625
32,4,7,RahulMCTS,1.4517,3,7.9445,14,win,0.0567,4,0.721
32,4,8,Vanilla,1.4517,3,7.9445,14,win,0.2733,13,0.866
32,4,9,Heuristic,1.4517,3,7.9445,14,loss,0.0967,4,0.027
32,4,10,Vanilla,1.4517,3,7.9445,14,win,0.0533,4,0.7205
32,4,11,Vanilla,1.4517,3,7.9445,14,win,0.3533,15,0.903
32,4,12,Vanilla,1.4517,3,7.9445,14,loss,0.1467,7,0.072
32,4,13,Vanilla,1.4517,3,7.9445,14,loss,0.4167,9,0.1375
32,4,14,RahulMCTS,1.4517,3,7.9445,14,win,0.0067,3,0.701
32,4,15,Heuristic,1.4517,3,7.9445,14,win,0.33,9,0.8245
32,4,16,Heuristic,1.4517,3,7.9445,14,loss,0.08,4,0.0245
32,4,17,Vanilla,1.4517,3,7.9445,14,win,0.28,8,0.8045
32,4,18,Vanilla,1.4517,3,7.9445,14,win,0.2667,10,0.8275
32,4,19,Heuristic,1.4517,3,7.9445,14,loss,0.5,17,0.225
31,3,0,Vanilla,1.4166,3,3.7911,14,win,0.1167,7,0.7675
31,3,1,Heuristic,1.4166,3,3.7911,14,win,0.46,14,0.9065
31,3,2,Vanilla,1.4166,3,3.7911,14,loss,0.43,12,0.177
31,3,3,Vanilla,1.4166,3,3.7911,14,win,0.1767,5,0.7515
31,3,4,Heuristic,1.4166,3,3.7911,14,loss,0.7933,20,0.269
31,3,5,Vanilla,1.4166,3,3.7911,14,win,0.3967,12,0.872
31,3,6,Vanilla,1.4166,3,3.7911,14,win,0.2433,11,0.8365
31,3,7,Vanilla,1.4166,3,3.7911,14,loss,0.5033,12,0.188
31,3,8,Vanilla,1.4166,3,3.7911,14,loss,0.18,7,0.077
31,3,9,RahulMCTS,1.4166,3,3.7911,14,win,0.0067,3,0.701
31,3,10,RahulMCTS,1.4166,3,3.7911,14,win,0.0333,4,0.7175
31,3,11,Vanilla,1.4166,3,3.7911,14,draw,0.0,3,0.0
31,3,12,Heuristic,1.4166,3,3.7911,14,win,0.69,22,0.9535
31,3,13,Vanilla,1.4166,3,3.7911,14,loss,0.4567,14,0.206
31,3,14,RahulMCTS,1.4166,3,3.7911,14,win,0.0333,4,0.7175
31,3,15,Heuristic,1.4166,3,3.7911,14,win,0.3667,8,0.8175
31,3,16,RahulMCTS,1.4166,3,3.7911,14,win,0.0333,4,0.7175
31,3,17,Heuristic,1.4166,3,3.7911,14,loss,0.1467,4,0.0345
31,3,18,Vanilla,1.4166,3,3.7911,14,loss,0.4467,10,0.1545
31,3,19,Heuristic,1.4166,3,3.7911,14,loss,0.5433,15,0.2315
34,5,0,RahulMCTS,1.4804,3,3.5188,14,win,0.0067,3,0.701
34,5,1,Heuristic,1.4804,3,3.5188,14,win,0.1933,6,0.7665
34,5,2,Heuristic,1.4804,3,3.5188,14,loss,0.5933,20,0.239
34,5,3,Heuristic,1.4804,3,3.5188,14,win,0.42,13,0.888
34,5,4,RahulMCTS,1.4804,3,3.5188,14,win,0.0067,3,0.701
34,5,5,RahulMCTS,1.4804,3,3.5188,14,win,0.0333,3,0.705
34,5,6,RahulMCTS,1.4804,3,3.5188,14,win,0.0333,3,0.705
34,5,7,RahulMCTS,1.4804,3,3.5188,14,win,0.03,4,0.717
34,5,8,RahulMCTS,1.4804,3,3.5188,14,win,0.0067,3,0.701
34,5,9,Vanilla,1.4804,3,3.5188,14,win,0.29,12,0.856
34,5,10,Heuristic,1.4804,3,3.5188,14,win,0.5333,18,0.93
34,5,11,RahulMCTS,1.4804,3,3.5188,14,win,0.03,4,0.717
34,5,12,Heuristic,1.4804,3,3.5188,14,win,0.5233,18,0.9285
34,5,13,Heuristic,1.4804,3,3.5188,14,win,0.34,12,0.8635
34,5,14,Vanilla,1.4804,3,3.5188,14,win,0.05,5,0.7325
34,5,15,Vanilla,1.4804,3,3.5188,14,win,0.3733,12,0.8685
34,5,16,RahulMCTS,1.4804,3,3.5188,14,win,0.05,4,0.72
34,5,17,RahulMCTS,1.4804,3,3.5188,14,win,0.0333,4,0.7175
34,5,18,Vanilla,1.4804,3,3.5188,14,win,0.53,12,0.892
34,5,19,Vanilla,1.4804,3,3.5188,14,win,0.3733,13,0.881
33,0,0,Heuristic,1.4654,3,8.1511,15,win,0.4433,14,0.904
33,0,1,Vanilla,1.4654,3,8.1511,15,win,0.8533,20,0.978
33,0,2,RahulMCTS,1.4654,3,8.1511,15,win,0.08,5,0.737
33,0,3,RahulMCTS,1.4654,3,8.1511,15,win,0.0333,4,0.7175
33,0,4,Heuristic,1.4654,3,8.1511,15,draw,0.02,3,0.003
33,0,5,RahulMCTS,1.4654,3,8.1511,15,win,0.0333,3,0.705
33,0,6,RahulMCTS,1.4654,3,8.1511,15,win,0.0533,4,0.7205
33,0,7,RahulMCTS,1.4654,3,8.1511,15,win,0.0067,3,0.701
33,0,8,RahulMCTS,1.4654,3,8.1511,15,win,0.0333,4,0.7175
33,0,9,Heuristic,1.4654,3,8.1511,15,loss,0.7167,24,0.2575
33,0,10,Vanilla,1.4654,3,8.1511,15,win,0.2967,7,0.7945
33,0,11,Heuristic,1.4654,3,8.1511,15,win,0.4733,16,0.921
33,0,12,RahulMCTS,1.4654,3,8.1511,15,win,0.0533,4,0.7205
33,0,13,RahulMCTS,1.4654,3,8.1511,15,win,0.0333,4,0.7175
33,0,14,Heuristic,1.4654,3,8.1511,15,win,0.28,15,0.892
33,0,15,Vanilla,1.4654,3,8.1511,15,loss,0.55,16,0.2325
33,0,16,Vanilla,1.4654,3,8.1511,15,loss,0.0667,4,0.0225
33,0,17,Vanilla,1.4654,3,8.1511,15,win,0.0633,7,0.7595
33,0,18,RahulMCTS,1.4654,3,8.1511,15,win,0.0433,5,0.7315
33,0,19,Vanilla,1.4654,3,8.1511,15,win,0.4967,14,0.912
37,2,0,Vanilla,1.4748,4,7.3639,25,win,0.15,5,0.7475
37,2,1,Heuristic,1.4748,4,7.3639,25,draw,0.02,3,0.003
37,2,2,Heuristic,1.4748,4,7.3639,25,win,0.34,11,0.851
37,2,3,Vanilla,1.4748,4,7.3639,25,win,0.0467,6,0.7445
37,2,4,RahulMCTS,1.4748,4,7.3639,25,win,0.01,3,0.7015
37,2,5,Vanilla,1.4748,4,7.3639,25,win,0.0767,5,0.7365
37,2,6,Vanilla,1.4748,4,7.3639,25,win,0.36,12,0.8665
37,2,7,Vanilla,1.4748,4,7.3639,25,win,0.3667,14,0.8925
37,2,8,RahulMCTS,1.4748,4,7.3639,25,win,0.0067,3,0.701
37,2,9,RahulMCTS,1.4748,4,7.3639,25,win,0.05,4,0.72
37,2,10,RahulMCTS,1.4748,4,7.3639,25,win,0.0233,3,0.7035
37,2,11,Heuristic,1.4748,4,7.3639,25,win,0.6067,17,0.941
37,2,12,Heuristic,1.4748,4,7.3639,25,loss,0.0733,4,0.0235
37,2,13,RahulMCTS,1.4748,4,7.3639,25,win,0.0333,5,0.73
37,2,14,RahulMCTS,1.4748,4,7.3639,25,win,0.0467,4,0.7195
37,2,15,Vanilla,1.4748,4,7.3639,25,loss,0.3867,7,0.108
37,2,16,Heuristic,1.4748,4,7.3639,25,loss,0.14,5,0.046
37,2,17,Vanilla,1.4748,4,7.3639,25,loss,0.2667,8,0.1025
37,2,18,Heuristic,1.4748,4,7.3639,25,loss,0.2967,6,0.082
37,2,19,Vanilla,1.4748,4,7.3639,25,loss,0.4767,8,0.134
38,6,0,RahulMCTS,1.2993,4,7.5579,25,win,0.0067,3,0.701
38,6,1,Heuristic,1.2993,4,7.5579,25,loss,0.0633,4,0.022
38,6,2,Heuristic,1.2993,4,7.5579,25,win,0.5967,19,0.9395
38,6,3,Vanilla,1.2993,4,7.5579,25,win,0.52,20,0.928
38,6,4,Vanilla,1.2993,4,7.5579,25,win,0.32,8,0.8105
38,6,5,RahulMCTS,1.2993,4,7.5579,25,win,0.0333,4,0.7175
38,6,6,Heuristic,1.2993,4,7.5579,25,win,0.1933,8,0.7915
38,6,7,Heuristic,1.2993,4,7.5579,25,win,0.3,10,0.8325
38,6,8,RahulMCTS,1.2993,4,7.5579,25,win,0.0067,3,0.701
38,6,9,Heuristic,1.2993,4,7.5579,25,win,0.4733,17,0.921
38,6,10,Heuristic,1.2993,4,7.5579,25,win,0.3333,9,0.825
38,6,11,RahulMCTS,1.2993,4,7.5579,25,win,0.0333,3,0.705
38,6,12,RahulMCTS,1.2993,4,7.5579,25,win,0.0367,4,0.718
38,6,13,Vanilla,1.2993,4,7.5579,25,loss,0.1133,5,0.042
38,6,14,Vanilla,1.2993,4,7.5579,25,loss,0.32,8,0.1105
38,6,15,RahulMCTS,1.2993,4,7.5579,25,win,0.0333,4,0.7175
38,6,16,RahulMCTS,1.2993,4,7.5579,25,win,0.05,4,0.72
38,6,17,RahulMCTS,1.2993,4,7.5579,25,win,0.04,4,0.7185
38,6,18,Heuristic,1.2993,4,7.5579,25,loss,0.3933,9,0.134
38,6,19,RahulMCTS,1.2993,4,7.5579,25,win,0.0333,3,0.705
35,7,0,Vanilla,1.4603,4,7.8677,25,loss,0.41,10,0.149
35,7,1,Heuristic,1.4603,4,7.8677,25,win,0.5567,14,0.921
35,7,2,RahulMCTS,1.4603,4,7.8677,25,win,0.0633,5,0.7345
35,7,3,Vanilla,1.4603,4,7.8677,25,win,0.2767,10,0.829
35,7,4,RahulMCTS,1.4603,4,7.8677,25,win,0.0333,3,0.705
35,7,5,RahulMCTS,1.4603,4,7.8677,25,win,0.0333,3,0.705
35,7,6,Heuristic,1.4603,4,7.8677,25,win,0.1733,5,0.751
35,7,7,Heuristic,1.4603,4,7.8677,25,win,0.54,16,0.931
35,7,8,Vanilla,1.4603,4,7.8677,25,win,0.32,11,0.848
35,7,9,Vanilla,1.4603,4,7.8677,25,win,0.31,10,0.834
35,7,10,RahulMCTS,1.4603,4,7.8677,25,win,0.0333,3,0.705
35,7,11,Heuristic,1.4603,4,7.8677,25,win,0.2933,12,0.8565
35,7,12,RahulMCTS,1.4603,4,7.8677,25,win,0.0067,3,0.701
35,7,13,Heuristic,1.4603,4,7.8677,25,win,0.41,10,0.849
35,7,14,Vanilla,1.4603,4,7.8677,25,loss,0.39,7,0.1085
35,7,15,Vanilla,1.4603,4,7.8677,25,win,0.2867,12,0.8555
35,7,16,Heuristic,1.4603,4,7.8677,25,loss,0.49,8,0.136
35,7,17,Vanilla,1.4603,4,7.8677,25,win,0.1533,4,0.7355
35,7,18,Heuristic,1.4603,4,7.8677,25,win,0.2633,12,0.852
35,7,19,RahulMCTS,1.4603,4,7.8677,25,win,0.0067,3,0.701
36,1,0,Heuristic,1.4935,4,7.3848,25,loss,0.32,6,0.0855
36,1,1,Vanilla,1.4935,4,7.3848,25,loss,0.0167,3,0.0025
36,1,2,Vanilla,1.4935,4,7.3848,25,loss,0.4967,13,0.1995
36,1,3,RahulMCTS,1.4935,4,7.3848,25,win,0.0067,3,0.701
36,1,4,Heuristic,1.4935,4,7.3848,25,win,0.1933,10,0.8165
36,1,5,Vanilla,1.4935,4,7.3848,25,win,0.2133,6,0.7695
36,1,6,RahulMCTS,1.4935,4,7.3848,25,win,0.02,3,0.703
36,1,7,Heuristic,1.4935,4,7.3848,25,loss,0.7467,22,0.262
36,1,8,RahulMCTS,1.4935,4,7.3848,25,win,0.04,5,0.731
36,1,9,RahulMCTS,1.4935,4,7.3848,25,win,0.0333,4,0.7175
36,1,10,Heuristic,1.4935,4,7.3848,25,loss,0.57,21,0.2355
36,1,11,RahulMCTS,1.4935,4,7.3848,25,win,0.05,4,0.72
36,1,12,Heuristic,1.4935,4,7.3848,25,win,0.2833,11,0.8425
36,1,13,RahulMCTS,1.4935,4,7.3848,25,win,0.0067,3,0.701
36,1,14,Vanilla,1.4935,4,7.3848,25,loss,0.3233,8,0.111
36,1,15,Vanilla,1.4935,4,7.3848,25,win,0.7633,15,0.9645
36,1,16,Heuristic,1.4935,4,7.3848,25,win,0.36,14,0.8915
36,1,17,Heuristic,1.4935,4,7.3848,25,loss,0.91,25,0.2865
