trial,worker,game,opponent,C_PARAM,DEPTH_LIMIT,PB_WEIGHT,RAVE_K,PHASE_LATE_TURN,PHASE_LATE_LENGTH,FOOD_WEIGHT_EARLY,SPACE_WEIGHT_LATE,CENTER_WEIGHT_LATE,CORNER_WEIGHT_LATE,KILL_WEIGHT_LATE,result,survival,final_length,optuna_score
18,4,15,Vanilla,2.9435,14,2.496,479.9,45,9,1.1034,1.4329,3.8634,0.3558,4.4755,win,0.3833,8,0.82
18,4,16,Vanilla,2.9435,14,2.496,479.9,45,9,1.1034,1.4329,3.8634,0.3558,4.4755,loss,0.2367,9,0.1105
18,4,17,Heuristic,2.9435,14,2.496,479.9,45,9,1.1034,1.4329,3.8634,0.3558,4.4755,win,0.21,7,0.7815
18,4,18,MCTS3,2.9435,14,2.496,479.9,45,9,1.1034,1.4329,3.8634,0.3558,4.4755,loss,0.2767,8,0.104
18,4,19,MCTS3,2.9435,14,2.496,479.9,45,9,1.1034,1.4329,3.8634,0.3558,4.4755,draw,0.1233,5,0.0435
19,2,0,Heuristic,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,win,0.3967,10,0.847
19,2,1,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.2367,5,0.0605
19,2,2,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,win,0.3733,7,0.806
19,2,3,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.2567,5,0.0635
19,2,4,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.4833,9,0.1475
19,2,5,Heuristic,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,draw,0.4267,7,0.114
19,2,6,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,win,0.05,4,0.72
19,2,7,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,win,0.33,7,0.7995
19,2,8,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,win,0.16,8,0.7865
19,2,9,MCTS3,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.1533,5,0.048
19,2,10,Heuristic,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.0867,5,0.038
19,2,11,Heuristic,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.3767,7,0.1065
19,2,12,Heuristic,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.4367,12,0.178
19,2,13,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,win,0.48,9,0.847
19,2,14,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,win,0.4667,9,0.845
19,2,15,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.1133,5,0.042
19,2,16,MCTS3,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.57,10,0.173
19,2,17,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.1667,4,0.0375
19,2,18,Vanilla,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,draw,0.2033,7,0.0805
19,2,19,MCTS3,2.8216,14,2.5655,512.3,45,9,6.8502,1.247,3.7001,0.1572,4.6251,loss,0.3833,9,0.1325
20,6,0,Heuristic,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,win,0.1933,5,0.754
20,6,1,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.0867,4,0.0255
20,6,2,Heuristic,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.2433,7,0.0865
20,6,3,Heuristic,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,win,0.2467,6,0.7745
20,6,4,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.25,6,0.075
20,6,5,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.46,8,0.1315
20,6,6,MCTS3,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,draw,0.3833,12,0.17
20,6,7,Heuristic,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.18,7,0.077
20,6,8,Heuristic,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,win,0.4467,14,0.9045
20,6,9,MCTS3,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.3067,10,0.1335
20,6,10,MCTS3,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,win,0.4067,7,0.811
20,6,11,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.16,5,0.049
20,6,12,MCTS3,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,win,0.4767,16,0.9215
20,6,13,MCTS3,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.3767,9,0.1315
20,6,14,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.1067,4,0.0285
20,6,15,Heuristic,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,win,0.3133,10,0.8345
20,6,16,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.2767,7,0.0915
20,6,17,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,win,0.3533,11,0.853
20,6,18,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.4733,6,0.1085
20,6,19,Vanilla,2.9942,14,2.1926,416.7,45,9,6.7891,0.6259,3.9288,0.465,1.6237,loss,0.1567,4,0.036
25,7,0,MCTS3,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.3533,9,0.128
25,7,1,MCTS3,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.2433,5,0.0615
25,7,2,MCTS3,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.39,8,0.121
25,7,3,Heuristic,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.0733,4,0.0235
25,7,4,Heuristic,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.0567,5,0.0335
25,7,5,Vanilla,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.4167,6,0.1
25,7,6,MCTS3,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,win,0.2733,7,0.791
25,7,7,Heuristic,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.3767,13,0.1815
25,7,8,MCTS3,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.7233,19,0.2585
25,7,9,Vanilla,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.0367,4,0.018
25,7,10,Vanilla,1.5195,20,4.7742,493.9,44,14,4.559,1.1674,3.7428,1.6699,3.958,loss,0.5,9,0.15
21,0,0,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.71,19,0.2565
21,0,1,Vanilla,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.0867,5,0.738
21,0,2,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.15,7,0.7725
21,0,3,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.4733,10,0.8585
21,0,4,MCTS3,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.45,5,0.0925
21,0,5,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.4233,10,0.151
21,0,6,MCTS3,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.23,7,0.7845
21,0,7,Vanilla,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.42,8,0.8255
21,0,8,Vanilla,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.1567,6,0.061
21,0,9,MCTS3,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.1867,7,0.778
21,0,10,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.18,7,0.777
21,0,11,MCTS3,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.3233,9,0.8235
21,0,12,Vanilla,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.1167,7,0.7675
21,0,13,MCTS3,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.2167,7,0.0825
21,0,14,MCTS3,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.5633,9,0.1595
21,0,15,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.1967,7,0.7795
21,0,16,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.3767,12,0.169
21,0,17,Vanilla,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.4133,12,0.8745
21,0,18,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,win,0.5067,13,0.901
21,0,19,Heuristic,2.7778,19,2.6596,401.0,42,9,6.9622,0.6878,3.8407,0.2968,1.7301,loss,0.06,4,0.0215
23,3,0,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.12,4,0.0305
23,3,1,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.0933,5,0.039
23,3,2,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.2533,7,0.788
23,3,3,MCTS3,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.3567,9,0.8285
23,3,4,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.3733,10,0.8435
23,3,5,Vanilla,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.2667,7,0.79
23,3,6,MCTS3,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.4767,12,0.184
23,3,7,Vanilla,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.2033,8,0.093
23,3,8,Vanilla,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.3633,7,0.1045
23,3,9,MCTS3,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.28,7,0.792
23,3,10,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.2033,9,0.8055
23,3,11,MCTS3,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.5167,10,0.165
23,3,12,Vanilla,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.5067,7,0.826
23,3,13,Vanilla,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.1067,4,0.0285
23,3,14,MCTS3,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.4267,9,0.139
23,3,15,Vanilla,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.11,4,0.029
23,3,16,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.33,5,0.0745
23,3,17,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.1867,7,0.078
23,3,18,Heuristic,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,loss,0.2,6,0.0675
23,3,19,Vanilla,2.7168,13,2.9801,375.9,45,9,6.5212,0.6099,3.7114,0.0378,1.9681,win,0.1133,6,0.7545
28,4,0,Heuristic,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.18,6,0.7645
28,4,1,Heuristic,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.0933,5,0.039
28,4,2,Vanilla,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.1533,5,0.748
28,4,3,Vanilla,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.1867,4,0.0405
28,4,4,Heuristic,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,draw,0.2233,6,0.071
28,4,5,Vanilla,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.1133,5,0.742
28,4,6,Vanilla,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.33,4,0.062
28,4,7,Heuristic,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.4167,9,0.8375
28,4,8,Heuristic,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.1133,5,0.042
28,4,9,MCTS3,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.18,5,0.052
28,4,10,Vanilla,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.3767,8,0.119
28,4,11,MCTS3,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.17,6,0.063
28,4,12,Vanilla,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.5733,10,0.8735
28,4,13,Vanilla,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.3133,11,0.847
28,4,14,MCTS3,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.48,11,0.872
28,4,15,MCTS3,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.37,11,0.1555
28,4,16,Heuristic,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.0867,4,0.0255
28,4,17,Heuristic,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,loss,0.2333,5,0.06
28,4,18,MCTS3,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.0767,7,0.7615
28,4,19,MCTS3,2.3874,10,5.1812,108.2,61,13,4.4956,3.8228,1.7005,4.8336,5.9585,win,0.2567,10,0.826
29,2,0,MCTS3,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.3133,10,0.8345
29,2,1,MCTS3,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.2867,8,0.8055
29,2,2,MCTS3,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.14,5,0.746
29,2,3,Heuristic,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.36,8,0.1165
29,2,4,Heuristic,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.2867,12,0.8555
29,2,5,Vanilla,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.16,6,0.7615
29,2,6,Vanilla,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.2667,6,0.0775
29,2,7,MCTS3,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.3167,7,0.0975
29,2,8,Vanilla,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.1267,4,0.0315
29,2,9,Heuristic,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.36,11,0.154
29,2,10,Vanilla,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.2167,6,0.07
29,2,11,Vanilla,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.08,5,0.037
29,2,12,MCTS3,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.1067,4,0.0285
29,2,13,Vanilla,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.1533,8,0.7855
29,2,14,Heuristic,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.2333,6,0.7725
29,2,15,Heuristic,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,win,0.3333,7,0.8
29,2,16,MCTS3,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.2233,7,0.0835
29,2,17,Heuristic,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.2167,4,0.045
29,2,18,Heuristic,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.2533,6,0.0755
29,2,19,MCTS3,2.4465,11,5.1018,83.8,62,13,4.0388,3.5898,1.7356,4.7762,5.9355,loss,0.4067,8,0.1235
30,6,0,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.1067,7,0.066
30,6,1,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.0833,5,0.7375
30,6,2,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.1,4,0.0275
30,6,3,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.1367,5,0.7455
30,6,4,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.4967,11,0.1745
30,6,5,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.4333,6,0.1025
30,6,6,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.1733,6,0.7635
30,6,7,MCTS3,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.5733,11,0.186
30,6,8,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.1833,5,0.0525
30,6,9,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.1567,7,0.7735
30,6,10,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.3567,10,0.841
30,6,11,MCTS3,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.2967,8,0.107
30,6,12,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.34,8,0.8135
30,6,13,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,draw,0.1433,5,0.0465
30,6,14,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.16,9,0.799
30,6,15,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.24,6,0.0735
30,6,16,Vanilla,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.0767,4,0.024
30,6,17,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,win,0.2667,8,0.8025
30,6,18,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.2867,7,0.093
30,6,19,Heuristic,2.459,10,4.822,137.6,61,13,4.1268,3.8965,1.7495,4.8049,3.8115,loss,0.3367,9,0.1255
26,1,0,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.5867,13,0.213
26,1,1,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.1,4,0.0275
26,1,2,Heuristic,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.46,9,0.844
26,1,3,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.1167,4,0.03
26,1,4,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.1833,9,0.8025
26,1,5,Heuristic,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.4533,11,0.868
26,1,6,Heuristic,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.43,11,0.1645
26,1,7,Heuristic,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.2933,10,0.8315
26,1,8,MCTS3,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.4567,12,0.181
26,1,9,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.3233,9,0.8235
26,1,10,MCTS3,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.82,14,0.2605
26,1,11,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.5067,10,0.8635
26,1,12,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.1,4,0.0275
26,1,13,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.0633,5,0.0345
26,1,14,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.0233,5,0.7285
26,1,15,MCTS3,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.3333,12,0.8625
26,1,16,Heuristic,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.2367,10,0.823
26,1,17,MCTS3,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.13,4,0.032
26,1,18,MCTS3,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,loss,0.16,5,0.049
26,1,19,Vanilla,2.201,19,14.0957,715.0,40,14,4.295,1.185,3.528,0.1424,4.0555,win,0.32,11,0.848
32,0,0,MCTS3,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.0267,4,0.0165
32,0,1,Vanilla,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.0967,5,0.7395
32,0,2,Heuristic,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.3567,9,0.1285
32,0,3,MCTS3,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.09,4,0.726
32,0,4,Vanilla,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.2367,7,0.7855
32,0,5,Heuristic,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.0667,4,0.0225
32,0,6,Vanilla,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.1,5,0.74
32,0,7,Vanilla,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.07,8,0.773
32,0,8,MCTS3,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.26,7,0.789
32,0,9,Heuristic,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.0533,4,0.0205
32,0,10,Heuristic,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.19,6,0.066
32,0,11,Heuristic,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.1,5,0.04
32,0,12,MCTS3,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.43,6,0.102
32,0,13,Heuristic,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.14,6,0.0585
32,0,14,MCTS3,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.4333,12,0.8775
32,0,15,MCTS3,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.5633,13,0.2095
32,0,16,Vanilla,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.1667,5,0.05
32,0,17,Vanilla,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.3067,9,0.821
32,0,18,Heuristic,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,loss,0.1667,6,0.0625
32,0,19,Vanilla,2.3787,20,4.758,740.8,38,13,6.2926,1.0493,3.3596,0.9236,2.4275,win,0.35,7,0.8025
27,5,0,Heuristic,2.3578,20,13.1691,744.2,60,13,4.4304,1.1366,2.6332,0.4963,4.2545,win,0.2833,8,0.805
27,5,1,MCTS3,2.3578,20,13.1691,744.2,60,13,4.4304,1.1366,2.6332,0.4963,4.2545,win,0.1767,7,0.7765
