Trial_Number,C_PARAM,DEPTH_LIMIT,PB_WEIGHT,TARGET_LENGTH,Target_Wins,Heuristic_Wins,Vanilla_Wins,Advance3_Wins,Draws,Avg_Survival_Score
0,2.341,6,14.379,10,2,10,9,3,1,0.492
